country,variableId,variableName,lineOfBusiness,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
fi,gwp,Direct Premiums,a_s,,,,,,,,,410339616.5,421049681.9,436501347.3,500919781.4,508037220.4,589151312.8,,
fi,gwp,Direct Premiums,other,,,,,,,,,939717392.8,848705348.7,792128865.9,891588299.1,885118001.3,930517177,,
fr,gwp,Direct Premiums,motor,,,,,21911250917,22231682513,22261566183,24264312833,26291369789,24850293561,24295199074,26332526606,25038343016,26151273629,26683144306,
fr,gwp,Direct Premiums,transport,700401584.9,1066181344,813093402.3,816284064.1,981238110.6,1037146577,973260756.3,1011115832,1120596475,1036311300,945882115.7,1015530081,884621268.7,863031874.3,,
fr,gwp,Direct Premiums,freight,324502962.5,340615562.1,400641025.6,466044143.6,509890711.1,510482250.8,518210184.6,605408517.1,714858197.5,653302458.6,600646421.3,688060945.7,653598972.5,669387603.3,,
fr,gwp,Direct Premiums,property,10673786652,10960960423,12774495797,16548468704,19132402492,20011003812,20877830725,23758549322,26335487761,25183284151,24492893611,26997763524,25798132538,27126135734,27666487273,
fr,gwp,Direct Premiums,pecuniary_loss,1427631555,1517230508,1701779451,2196208995,2526451902,2770869276,3039948769,3489631163,3877969691,3502670891,3744254917,3930186308,3676815621,3858275769,3906795033,
fr,gwp,Direct Premiums,liability,3252641634,3465268498,3952550496,3010457438,3606907956,3820214649,4087167800,4523088310,5020625152,4856925508,4544320727,4886290413,4686011516,4822512674,4757253815,
fr,gwp,Direct Premiums,a_s,638507057.8,601876565.1,711515783.7,13547058471,16479130662,17704435631,19033268667,21947943365,25289891837,24836360900,24518102982,26108461452,25785276539,27941619838,28907625559,
fr,gwp,Direct Premiums,other,356676880.3,397668444.8,431822992.3,582413816.9,675129617.4,694584481.6,757161961.1,912841458.9,1060301914,1134118578,1155650614,1280372310,1266315869,1356041157,1475014451,
gb,gwp,Direct Premiums,motor,,,,18909185874,21561842455,21340394324,21585448561,24012316149,22273826965,18344575590,20067771499,22941616540,21951531324,21257086016,21776090781,
gb,gwp,Direct Premiums,transport,,,,1137796008,1222784945,1549484319,1607297569,2131376779,2556936412,2101504471,2242088477,2376172901,2176247769,1914648374,1694106935,
gb,gwp,Direct Premiums,freight,,,,1067389120,1147118937,1453602134,1507837896,1999487052,2398713029,1971463244,2103347904,2229135175,2041581423,1796169814,1589275493,
gb,gwp,Direct Premiums,property,,,,17003596470,19590872023,19295830012,19674937755,21562711674,20188893190,16094168249,16407147920,17045454545,16727551784,17001001440,17094017094,
gb,gwp,Direct Premiums,pecuniary_loss,,,,7519089897,8255792261,9143538284,8667726354,9767156137,8086482201,5314084073,5934924190,5977021148,5606097074,5964650956,6654080093,
gb,gwp,Direct Premiums,liability,,,,7187855049,8387903278,8743414899,8522200906,9307901711,9810015873,7255132658,7064971018,7193189869,7068530639,6278467558,6843537684,
gb,gwp,Direct Premiums,a_s,,,,7537533247,8970576431,8402501920,8873685297,10166841477,9448167541,7592627317,8018119249,8189776304,7997704124,8407857404,8635971242,
gh,gwp,Direct Premiums,motor,,,,,,,,73853622.98,86443413.21,75053327.42,86588750.93,107431713.1,,,,
gh,gwp,Direct Premiums,transport,,,,,,,,10654488.86,12391675,7058066.723,9546156.195,19058685.26,,,,
gh,gwp,Direct Premiums,property,,,,,,,,26353564.03,29361937.56,35534431.56,39292191.78,51427667.27,,,,
gh,gwp,Direct Premiums,a_s,,,,,,,,40544199.72,46645256.61,34672978.14,50200585.15,52203869.79,,,,
gh,gwp,Direct Premiums,other,,,,,,,,452683.0392,1937236.383,4368685.72,4189931.51,6908702.772,,,,
gr,gwp,Direct Premiums,motor,,,753960295.5,1003204881,1129549214,1177809569,1182848209,1386345688,1510061881,2026208365,2057709404,2078586167,1662293403,1591486245,1241285321,
gr,gwp,Direct Premiums,transport,,,199661725.1,267617698.7,331271231.7,372585139.4,400955012.1,482571663.9,553552595.4,647977640.4,585690252,517543484.2,371763687,342973455.8,296078682.7,
gr,gwp,Direct Premiums,freight,,,37742705.76,45375350.9,50803419.8,47995233.53,50135504.73,57710471.1,64866242.93,54384035,44746554.79,39311501.53,30382596.54,30549638.73,28739048.02,
gr,gwp,Direct Premiums,property,,,307702557.5,436127034.7,524754762.6,535776603.7,580792928,673337126,756901462.9,831399229.5,796250286.7,763540509.4,672366870.8,688440414.9,623167535,
gr,gwp,Direct Premiums,pecuniary_loss,,,16233541.37,27228349.08,33180988.14,35320354.44,38587811.9,46368198.36,57656758.56,64225970.69,62829180.66,67723436.48,51364243.8,36950205.8,38883577.27,
gr,gwp,Direct Premiums,liability,,,31463597.8,45597847.84,63156444.69,63077750.09,78570451.96,97214361.16,105849977.8,118892846.4,113007767.4,106390250,98403701.56,101347676.8,101738437.1,
gr,gwp,Direct Premiums,a_s,,,82713894.57,121374908.8,104606938.9,113099810.6,115549146.3,79464847.19,91591335.8,100366688.2,99149551.58,105997205.4,84012986.87,82260234.34,82117741.98,
gr,gwp,Direct Premiums,other,,,68027578.21,88364116.74,119028104.6,129275353.9,138898189.2,171295216,204602138.1,250940212.3,239957444.1,242923351.4,206223595.8,222057137.9,205023297.2,
hk,gwp,Direct Premiums,motor,,354712722.7,406564523.4,372712680.6,364105950.4,352510832.9,327250479.4,318562732.7,340176808.7,337214177.4,372768406.2,414362795.5,447900106.5,479667354.3,507319821.1,
hk,gwp,Direct Premiums,transport,,56424284.98,57849862.17,74208667.74,87332017.15,92068351.98,99978542.01,122572439.6,115785197.9,156854903.7,131597119.7,139748201.4,146665657.6,154538421.9,176951936.2,
hk,gwp,Direct Premiums,freight,,107617688.7,109673697,115377207.1,125194722,124930620.9,126392339.9,128071088.2,134676061.5,110555681,122484173.7,120362281.6,116316593.1,107233109.9,107968924.2,
hk,gwp,Direct Premiums,property,,394995636.4,407077376.8,401168539.3,391761517.1,373159034.7,375431203.3,382841806.7,398621621.9,402721966,432259983.6,452389517,482078258.6,504551315.1,508944771.4,
hk,gwp,Direct Premiums,pecuniary_loss,,84232572.67,97698570.42,96898876.4,127043562.1,126820587.1,110070363.4,129327189.7,188703160.8,208804463.5,215570086.2,190968653.6,207892381.2,190097988.7,206059182,
hk,gwp,Direct Premiums,liability,,489189960.9,744945188.8,803030497.6,701827411.5,614136149.8,633197432.7,627076653.1,664763197.1,791227787.3,781023242.3,846775436.8,1057614618,1215330067,1225934775,
hk,gwp,Direct Premiums,a_s,,484574477.4,518494775.3,511743178.2,534045171,570962636.9,666562230,771259166.2,893045991.9,953758828.7,1024266823,1143679342,1272855753,1335778752,1419884208,
hr,gwp,Direct Premiums,motor,,,,52184778.16,62828053.13,71007049.66,78769308.94,96525635.26,112287470.5,101807533.8,93097585.81,92683852.57,82779993.2,,,
hr,gwp,Direct Premiums,transport,,,,2778103.925,2744179.086,3470757.146,4208503.862,4303379.623,5358680.007,4748612.37,4703082.552,4189027.304,3349234.44,,,
hr,gwp,Direct Premiums,freight,,,,2606194.682,2574369.114,3255986.479,3948081.383,4037086.226,5027084.557,4454767.943,4412055.513,3929810.036,3141983.606,,,
hr,gwp,Direct Premiums,property,,,,18571928.53,22117377.27,23737424.11,27149776.6,31175033.94,37135306.71,35232095.34,32937674.58,32822944.84,29312259.89,,,
hr,gwp,Direct Premiums,liability,,,,2965265.899,3761899.946,4423689.028,5313432.674,6382490.635,7658468.299,6973829.027,6553045.204,7175363.888,6513835.531,,,
hr,gwp,Direct Premiums,a_s,,,,10788105.54,12669387.18,14981256.14,16849174.66,19757749.89,22837662.66,21206662.24,19462051.55,19167408.03,16804790.97,,,
hr,gwp,Direct Premiums,other,,,,2106899.455,2659274.1,3488785.677,3915160.918,5187362.906,6391239.731,5055377.919,6060335.038,6728455.41,6853097.798,,,
hu,gwp,Direct Premiums,motor,,,,799040522.4,1040730624,1103245703,1165512447,1261945901,1260436273,1091216576,965460579.5,760865528.6,662398404.4,,,
hu,gwp,Direct Premiums,transport,,,,7466627.528,8898843.376,7589156.564,8321983.715,10652691.28,9545158.407,8044212.335,7891391.307,7722158.053,6313257.159,,,
hu,gwp,Direct Premiums,freight,,,,7004592.155,8348182.397,7119539.087,7807018.848,9993502.085,8954503.415,7546435.979,7403071.525,7244310.436,5922592.416,,,
hu,gwp,Direct Premiums,property,,,,468903706.6,533702439.1,558329878.9,600862699.7,675166175.8,774736061.2,699636783.4,698289608.8,672641669.7,690775723.4,,,
hu,gwp,Direct Premiums,liability,,,,61857032.51,79502116.46,78190402.19,88749412.68,97326652.5,107849444.3,98505487.48,91026876.33,85662349.79,89560965.1,,,
hu,gwp,Direct Premiums,a_s,,,,60465486.23,80149132.67,79150307.02,83737153.07,102166785.7,111268159.7,70688597.11,101075204.7,104451173.8,111886332.6,,,
hu,gwp,Direct Premiums,other,,,,38161972,44750269.39,58431130.32,87712049.5,120549568.6,93628690.83,185634850.9,44742509.4,48221846.45,56103701.36,,,
id,gwp,Direct Premiums,motor,,,,,,,552664503.7,590438770.4,683737719.4,696408385.5,982332664.8,1143546803,1962503556,1770028474,1806042195,
id,gwp,Direct Premiums,transport,,,,,,,113540697.2,125928213.5,149187812.6,174491733,201102404.4,235116432.9,123800892.4,108078949.1,110624847.1,
id,gwp,Direct Premiums,freight,,,,,,,138275249.8,152892418.8,185192766.8,159440391.2,205920029.5,244746743.8,276995535.8,237963319.3,267733547.1,
id,gwp,Direct Premiums,property,,,,,,,794343537.2,886261776.6,958030397.6,924306301.2,1022042774,1229794195,798966694.5,696148395.7,920469839.4,
id,gwp,Direct Premiums,pecuniary_loss,,,,,,,45690089.69,56768274.81,80533139.5,77414989.26,92916483.63,142363091.1,464975282.9,399570911.1,430960203.6,
id,gwp,Direct Premiums,liability,,,,,,,34672815.84,32585143.86,33714472.04,57101200.08,58351530.73,65834489.37,58981382.32,50899889.69,54652004.16,
id,gwp,Direct Premiums,a_s,,,,,,,104596285.4,120774105.7,173287122.2,193842811.9,298311433.6,394093298.3,736972295.2,647489560.1,702154301.4,
id,gwp,Direct Premiums,other,,,,,,,105922607,120976140.5,143016245.3,126321135.2,177588398.8,226286766.5,289769359.2,248234856.2,317254793.8,
ie,gwp,Direct Premiums,motor,,,,,,,,,2137249539,1901086469,1775905945,1661997019,1520463536,1507435648,1584392752,
ie,gwp,Direct Premiums,transport,,,,,,,,,33387380.79,23915066.5,21683991.25,21799913.99,19392996.31,18425982.86,18367252.02,
ie,gwp,Direct Premiums,freight,,,,,,,,,6549677.571,4691472.376,4253797.327,4276538.152,3804367.697,3614666.495,3603819.091,
ie,gwp,Direct Premiums,property,,,,,,,,,1431732586,1358214279,1330941981,1336527769,1193487922,1102533181,1115638475,
ie,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,50488606.53,38670099.67,34205135.28,41706736.29,26660770.05,40296071.2,37905213.71,
ie,gwp,Direct Premiums,liability,,,,,,,,,1044453268,872858898.4,743935156.2,733326282,689401643.3,669586825.8,724718451.6,
ie,gwp,Direct Premiums,a_s,,,,,,,,,863406348.6,915183534.9,873086741.5,1022599963,720160905.7,524339012.9,494888609.8,
ie,gwp,Direct Premiums,other,,,,,,,,,113887602.1,144147307.2,127692095.4,123661697.8,108505914.4,109335964.8,99328270.45,
il,gwp,Direct Premiums,motor,,,,,,2065388751,2087536043,2341495665,2767122967,2642758681,2693829988,2894805755,2767948028,3057529749,,
il,gwp,Direct Premiums,transport,,,,,,8021792.536,8751360.388,9493536.849,11148762.96,11188432.79,11518962.76,11458489.66,10632986.9,10524106.02,,
il,gwp,Direct Premiums,freight,,,,,,32532825.29,35678623.12,41868931.74,46546085.36,39668079.88,42861256.77,48349236.88,46681405.89,46804576.77,,
il,gwp,Direct Premiums,property,,,,,,688091537.6,720528671.9,754127619.4,877407645,843963827.8,914284183.5,1009744467,997944721.4,1121925092,,
il,gwp,Direct Premiums,pecuniary_loss,,,,,,87125580.05,78089061.92,92987976.31,99502709.43,86964636.67,91615936.35,94183195.54,89472694.62,100255957.3,,
il,gwp,Direct Premiums,liability,,,,,,71973305.26,73825578.66,79356231.1,93370889.8,595784046,630328357.4,657884992,644981424.7,713146657.8,,
il,gwp,Direct Premiums,other,,,,,,115870336.6,112645715.8,135587180.1,144933918.5,132735498.1,142245795.9,170759443.5,150158522.3,154261238.2,,
in,gwp,Direct Premiums,motor,,,,,,,,,3065304947,3108743505,3974378175,5193645698,5544873144,5772226220,,
in,gwp,Direct Premiums,transport,,,,,,,,,232090987.1,231107265.2,284243198.1,317844587.6,292468156.3,277715050.9,,
in,gwp,Direct Premiums,freight,,,,,,,,,217729182.5,216806333.4,266654211.4,298176344.9,274370208.7,260530026.4,,
in,gwp,Direct Premiums,property,,,,,,,,,777588980,799343963.6,996164231.9,1163476057,1246146145,1261479902,,
in,gwp,Direct Premiums,a_s,,,,,,,,,1399338371,1510468782,2174721651,2523436007,2615241384,2672965329,,
in,gwp,Direct Premiums,other,,,,,,,,,1284412421,1286098778,1615295064,1833278295,1811487413,1805015277,,
is,gwp,Direct Premiums,motor,,,,150246124,162298766.7,206100043.5,194097682.5,264283637.6,195979618.6,154850781.4,173591892.9,176720341.7,158493495.6,,,
is,gwp,Direct Premiums,transport,,,,12724600.94,13697100.29,15342914.74,12104507.14,14405613.33,11163868.06,9747972.556,12281486.33,9875641.546,8918349.469,,,
is,gwp,Direct Premiums,freight,,,,11937201.85,12849522.87,14393494.23,11355479.49,13514193.08,10473047.21,9144767.412,11521507.19,9264536.237,8366481.452,,,
is,gwp,Direct Premiums,property,,,,66388410.18,76561353.52,94104040.28,83660469.58,107115411.1,82421334.92,68648783.83,84470862.46,95244459.18,89763011.56,,,
is,gwp,Direct Premiums,liability,,,,19972141.68,24657871.82,32258991.97,34003497.87,34825185.88,20935326.04,15369708.54,17608521.12,19814682.9,18889905.01,,,
is,gwp,Direct Premiums,a_s,,,,29705400.59,35350881.37,44086732.17,41526872.89,47562106.11,42372035.74,33805615.86,40514265.15,44447259.53,40581118.59,,,
is,gwp,Direct Premiums,other,,,,,,,,,16064741.88,3631432.395,2872923.828,8645929.278,7957230.529,,,
it,gwp,Direct Premiums,motor,15615239898,16260519405,18527757620,23418689942,26398438374,26578437011,27148588326,29500130210,30654637166,28040360131,26354437115,28787501340,25999971717,24806986600,23384958839,
it,gwp,Direct Premiums,transport,336348146.2,342138166.5,418594279.1,505512575,568203011.4,612429327.9,562534923,550994394.1,607357407,582385215.8,536183407.5,539983104.7,416534357,385086469.2,365431508.2,
it,gwp,Direct Premiums,freight,281830177.5,289294837.1,303315493.5,330222979.7,351863133.9,359739991.4,337772085.5,367329596.1,402944139.3,313484865,275834297.5,304784278.1,275118371.6,252398970.9,227231956,
it,gwp,Direct Premiums,property,3179598822,3252999531,3834436986,4744128081,5527856868,5793183114,6076130563,6740772215,7467701968,7076398351,6582978633,6941844655,6321294548,6570352770,6739885852,
it,gwp,Direct Premiums,pecuniary_loss,802060964,870571460.3,1002547472,1201016453,1293065934,1433980865,1567061571,1909291520,2166192398,1953359025,1704788984,1657525458,1198179076,1223886247,1284990067,
it,gwp,Direct Premiums,liability,1878559839,1996403071,2335812772,3164259922,3728754554,3878719077,4049498051,4462780466,4876506445,4653508662,3935234474,4081882593,3778378010,3783592566,3761951271,
it,gwp,Direct Premiums,a_s,3546440069,3661415771,4050820936,5119587086,5905829987,6254994660,6632387195,7698844557,8483885911,8080667319,7468842545,7867331161,7180075259,7352350228,7412279828,
it,gwp,Direct Premiums,other,116428204.5,128973549.7,154964925,208085713.2,254883188.9,283808712.9,317681552.5,381035924.3,420591327.9,412406755.7,383599048.9,418904418.8,357396763.1,386453135.6,407954447.3,
jo,gwp,Direct Premiums,motor,,,,,,,,,196148334.4,211267605.6,248887323.9,256633802.8,,,,
jo,gwp,Direct Premiums,transport,,,,,,,,,21302587.62,18095073.4,17884327.56,22317257.19,,,,
jo,gwp,Direct Premiums,freight,,,,,,,,,19984382.18,16975349.14,16777644.27,20936263.94,,,,
jo,gwp,Direct Premiums,property,,,,,,,,,66650978.56,75352112.68,79281690.14,76140845.07,,,,
jo,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,1127289.278,845070.4225,647887.3239,647887.3239,,,,
jo,gwp,Direct Premiums,liability,,,,,,,,,21559407.44,26901408.45,26028169.01,28521126.76,,,,
jo,gwp,Direct Premiums,a_s,,,,,,,,,92014987.31,115633802.8,132394366.2,148873239.4,,,,
jp,gwp,Direct Premiums,motor,,,,,43311254421,42187120645,39943807477,38524562399,41747612926,45078354701,48292441851,54793284110,56677944960,48926941767,46221396712,
jp,gwp,Direct Premiums,transport,,,,,914264711.3,927408697.6,919359968.4,942295099.1,1059911893,1134365412,1173332487,1287162765,1331915066,1189813785,1121443464,
jp,gwp,Direct Premiums,freight,,,,,1911817622,1958620130,1955560530,1997707865,2064526077,1748070486,1988552027,2157168530,2128041304,1862635083,1724225198,
jp,gwp,Direct Premiums,property,,,,,12142403439,15420351833,14346299957,13680621543,15566860445,16991869658,17081342122,19674971953,20134409573,16950366377,16414100776,
jp,gwp,Direct Premiums,pecuniary_loss,,,,,742324850.3,730704800.8,722475290.1,757496972.7,1193219250,1604850427,1932334933,2367960516,2625032118,2574833003,2580007549,
jp,gwp,Direct Premiums,liability,,,,,4122164436,4275373964,4299329609,4257840163,4822402621,5643237179,5968524538,6584626294,6847904970,5936850177,5474770899,
jp,gwp,Direct Premiums,a_s,,,,,5681029979,12506730224,11119131930,10236076310,10735549016,10956901709,11855317658,13394720665,12899314057,10387184139,9799099380,
ke,gwp,Direct Premiums,motor,,,,,,,,198926687.2,220786127.3,214382873.1,285246008.6,302480058.9,352728285.8,388349161.7,442844152.5,
ke,gwp,Direct Premiums,transport,,,,,,,,13426800.79,14186547.34,14046690.04,16795673.71,17083591.16,20576331.12,23380431.6,23045743.81,
ke,gwp,Direct Premiums,freight,,,,,,,,12595949.53,13308682.91,13177479.99,15756356.38,16026457.48,19303066.48,21933649.05,21619671.76,
ke,gwp,Direct Premiums,property,,,,,,,,73750608.12,82771471.11,76799294.14,87501722.77,92807101.58,118695964.3,135704012.4,155294367.2,
ke,gwp,Direct Premiums,pecuniary_loss,,,,,,,,23508123.79,24904286.99,25182981.69,27680284.73,28167295.76,33916864.3,38197187.5,40418721.03,
ke,gwp,Direct Premiums,liability,,,,,,,,34131562.63,44057583.9,51451248.84,58091022.68,56915275.19,65020955.75,72300269.08,80365992.78,
ke,gwp,Direct Premiums,a_s,,,,,,,,89705686.84,93762177.32,104343572.2,119199411.9,125280741.4,226529819.3,275855242.7,328921425.1,
ke,gwp,Direct Premiums,other,,,,,,,,13795321.44,16345980.4,16206329.51,17736385.09,22178172.79,25756795.65,28521007.9,35486650.17,
kh,gwp,Direct Premiums,motor,,,,,,,2303591.92,3024780.88,4251992.2,4505822.97,4952753.72,5742969.095,6935190.16,,,
kh,gwp,Direct Premiums,transport,,,,,,,260023.8097,219601.6932,170571.162,244243.2538,246329.1567,308630.5432,684535.2931,,,
kh,gwp,Direct Premiums,freight,,,,,,,243933.5203,206012.7268,160016.208,229129.4662,231086.2933,289532.4662,642176.2069,,,
kh,gwp,Direct Premiums,property,,,,,,,4631007.17,5961792.2,9499326.02,7362942.32,9905664,11519169.47,13850495.84,,,
kh,gwp,Direct Premiums,pecuniary_loss,,,,,,,195206.54,189772.41,161526.24,76967.44,61152.41,57399.4807,73853.17,,,
kh,gwp,Direct Premiums,liability,,,,,,,834076.07,1221520.8,2250392.16,2752072.64,3339043.23,4353297.457,5306678.42,,,
kh,gwp,Direct Premiums,a_s,,,,,,,1190104.48,1684975.41,1738360.54,1653877.87,1970321.4,2332231.532,2732588.58,,,
kh,gwp,Direct Premiums,other,,,,,,,2484620.11,4985291.06,2439094.8,3187877.74,4048207.16,5610043.982,5890408.37,,,
kr,gwp,Direct Premiums,motor,,7533628152,8440075510,9046040487,10101000955,11989971842,14721601333,17437760793,15579839325,14810514280,18782492855,21980668461,23173880082,18391184822,26782876548,
kr,gwp,Direct Premiums,transport,,211022611.4,231363176.2,226889803.9,228402462.2,266013599.1,341529473.2,362018589.1,398427150.4,325273094,344552694.1,405027218,376963442.3,283229103.6,359669154.1,
kr,gwp,Direct Premiums,freight,,197964519.2,217046408.6,212849848.8,214268903.7,249552661.1,320395608.3,339616856.4,373772453.7,305145174.8,323231752.1,379964108.7,353636921.2,265702869.2,337412804.7,
kr,gwp,Direct Premiums,property,,680963572.5,769953627.2,841413292.8,929976578.3,1196035608,1474459066,1738936732,1628751353,1676082479,2180437317,2719282139,3146286523,2522164309,3669006367,
kr,gwp,Direct Premiums,pecuniary_loss,,554611336.2,748148612.1,790524337.6,787553396.5,983286409.1,1197120836,1069671216,1046235186,962464661.3,1131427533,1370576811,1404386118,1026621526,1438799956,
kr,gwp,Direct Premiums,liability,,1113870253,1397183519,1571817499,1849266179,2296613341,2706351916,3052975090,2803874003,2769924741,3412447720,4123460188,4743132129,3835216895,5301241817,
kr,gwp,Direct Premiums,a_s,,1177534368,1345516504,1512595310,1767358880,2309121681,3009926259,3694659446,3599003671,3832340066,5119657687,6498618370,7492337798,6042864191,8855827974,
kr,gwp,Direct Premiums,other,,513557703.8,542727465.4,576528895.9,593720964.1,681562972.7,835785150.4,1075051856,1166012328,1397100859,2370115780,3092143996,3683184578,2906325353,3902329385,
li,gwp,Direct Premiums,other,,,,,,144193885.8,171910318.6,235411067.3,369365662.1,498500612.3,596380677.3,557890849.1,896664084.9,,,
lt,gwp,Direct Premiums,transport,,,,,,,,,511711671.1,341990786.6,310303882.3,363979495.6,358829632,403258215.5,,
lt,gwp,Direct Premiums,freight,,,,,,,,,4871849.468,2859777.097,2490716.709,3145935.131,3004164.252,3255111.142,,
lt,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,31814801.35,26817900.87,21585449.14,26016932.39,25106249.5,26814940.75,,
lt,gwp,Direct Premiums,liability,,,,,,,,,31696563.08,25093505.8,23297994.32,27299792.83,26750714.21,30586180.83,,
lt,gwp,Direct Premiums,a_s,,,,,,,,,44598366.11,34270081.07,34987005.88,42409765.5,42809220.02,48148609.32,,
lt,gwp,Direct Premiums,other,,,,,,,,,548316.9132,463317.4577,418686.9491,502481.3361,555035.8298,700565.9602,,
lu,gwp,Direct Premiums,motor,,,,,,,,,,455664866.7,450448650,497535393.5,481543692.1,517782805.5,,
lu,gwp,Direct Premiums,transport,,,,,,,,,,3826014.919,35357743.04,862672.7781,4844040.931,109081422.9,,
lu,gwp,Direct Premiums,freight,,,,,,,,,,11507293.5,11881008.41,12987399.53,12812025.46,12576305.78,,
lu,gwp,Direct Premiums,property,,,,,,,,,,237601515.5,232149384.5,270301818.1,259172902.3,293799981.6,,
lu,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,,21202557.37,23508580.08,24221625.36,22197997.55,23020921.75,,
lu,gwp,Direct Premiums,liability,,,,,,,,,,87676606.89,85718675.95,95575795.37,90909329.74,93858102.96,,
lu,gwp,Direct Premiums,a_s,,,,,,,,,,82922988.79,85605889.96,97223222.09,105327036.5,112716584.9,,
lu,gwp,Direct Premiums,other,,,,,,,,,,76435337.72,78215090.67,81553188.5,79615566.58,71306020.14,,
lv,gwp,Direct Premiums,motor,,,,,,,,,,190036595.7,124534082.8,132112286.4,135504389.5,135025603.8,,
lv,gwp,Direct Premiums,transport,,,,,,,,,,1468393.144,1294777.583,1899680.993,1736532.974,1412196.403,,
lv,gwp,Direct Premiums,freight,,,,,,,,,,2351906.113,2305235.724,2766787.675,2676584.864,3090522.089,,
lv,gwp,Direct Premiums,property,,,,,,,,,,62613291.36,55240248.15,64806856.98,66513841.71,67945428.05,,
lv,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,,4823038.976,4571339.854,12411564.15,12345039.22,10812617.81,,
lv,gwp,Direct Premiums,liability,,,,,,,,,,40077881.82,51663578.79,120061238,126401081.5,135406456.4,,
lv,gwp,Direct Premiums,a_s,,,,,,,,,,68454925.5,40270299.14,40511629.95,46482985.7,47016163.27,,
lv,gwp,Direct Premiums,other,,,,,,,,,,11362683.46,11144981.26,14207749.6,12248371.53,12254005.75,,
ma,gwp,Direct Premiums,motor,,,,,,,,,,816894970.8,842763475.2,933756629.4,932385460.2,1013936481,1078035076,
ma,gwp,Direct Premiums,transport,,,,,,,,,,44255732.69,43404895.34,46698825.88,39435513.33,36165403.29,35003949,
ma,gwp,Direct Premiums,freight,,,,,,,,,,41517185.22,40718997.73,43809099.64,36995241.33,33927485.9,32837903,
ma,gwp,Direct Premiums,property,,,,,,,,,,149609694.2,159243444.8,173849607.1,181492528.2,194801909.4,187988162,
ma,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,,78853547.05,83290157.75,94686168.11,97715121.48,115616275.7,130206236,
ma,gwp,Direct Premiums,liability,,,,,,,,,,279664105.5,280194617.6,313678152.8,292529268.6,316205561.9,324924882,
ma,gwp,Direct Premiums,a_s,,,,,,,,,,325346833.5,324775635.9,347104093.5,341898305.1,366191791.5,384735500,
ma,gwp,Direct Premiums,other,,,,,,,,,,20361302.76,22606137.48,50287691.22,61121354.83,72395907.17,72352709,
mt,gwp,Direct Premiums,motor,,,,60318350.47,71005093.24,73026161.94,75138011.93,83060529.2,74091996.69,72627429.17,68110793.26,72829062.18,67489332.88,,,
mt,gwp,Direct Premiums,transport,,,,3261576.757,3393535.249,3425935.809,2908933.591,3613785.079,3599326.735,3090123.28,3849678.13,2982223.907,2835274.289,,,
mt,gwp,Direct Premiums,freight,,,,3059750.186,3183543.078,3213938.69,2728928.601,3390163.835,3376600.174,2898906.261,3611459.81,2797683.707,2659827.341,,,
mt,gwp,Direct Premiums,property,,,,25160916.72,26731036.68,27917371.02,27247574.51,32854140.02,29478442.19,33705701.14,34068309.96,34356639.09,33624633.73,,,
mt,gwp,Direct Premiums,liability,,,,5665446.867,7186297.302,7860714.463,8651418.82,10033054.02,8359338.575,8635344.92,8724455.091,9154071.302,8609130.882,,,
mt,gwp,Direct Premiums,a_s,,,,20287049.26,23137888.03,28664824.06,27548930.17,36801571.11,17336797.25,11003100.79,11676666.74,12062113.41,11963240.98,,,
mt,gwp,Direct Premiums,other,,,,,1.76684E-08,1.77032E-08,1.78438E-08,,1471714.538,1392797.568,2496679.672,2625586.342,2571744.783,,,
mu,gwp,Direct Premiums,motor,,,,,,,,,60190465.32,74031386.67,78278506.92,87998326.7,88043874.91,89832486.36,,
mu,gwp,Direct Premiums,transport,,,,,,,,,4301392.988,4863248.579,4962418.919,6262585.855,5559296.163,6171610.822,,
mu,gwp,Direct Premiums,freight,,,,,,,,,4035222.524,4562310.456,4655344.13,5875056.655,5215286.573,5789711.163,,
mu,gwp,Direct Premiums,property,,,,,,,,,33865487.56,40509506.77,38524757.95,41929043.93,37825450.36,44134723.76,,
mu,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,224063.8131,273587.7454,1013196.902,1594861.909,2004154.677,1649454.504,,
mu,gwp,Direct Premiums,liability,,,,,,,,,8711214.779,10164435.15,13887232.58,15220163.07,11522682.15,13120979.15,,
mu,gwp,Direct Premiums,a_s,,,,,,,,,23539754.56,27995336.86,35350214.98,44433630.33,43092001.07,55220390.91,,
mu,gwp,Direct Premiums,other,,,,,,,,,6565249.232,9896089.022,7676442.308,10097671.87,8485844.881,13047429.75,,
mx,gwp,Direct Premiums,motor,2248669304,2736507916,3041377752,2892260953,2874149211,3172094090,3534216332,3992463041,4256559612,3480180992,3976597887,4468715377,4800166106,5177548452,5158452204,
mx,gwp,Direct Premiums,transport,167608384.4,180452618.6,205112351.4,195621963.7,192412458.6,207256507.2,203290559.4,248491048.6,236521099.5,228859138.1,230945004.7,258756736.2,296501606.9,287950662.4,358130976.8,
